test,year,school,county,city,math,reading,writing,english,science,total
SAT,2014,Harlingen H S,Cameron County,Edinburg,467,444,421,NA,NA,912
SAT,2014,Harlingen H S - South,Cameron County,Edinburg,460,444,422,NA,NA,904
SAT,2014,Keys Acad,Cameron County,Edinburg,NA,NA,NA,NA,NA,NA
SAT,2014,Early College H S,Cameron County,Edinburg,462,461,448,NA,NA,923
SAT,2014,La Feria H S,Cameron County,Edinburg,479,456,434,NA,NA,935
SAT,2014,Los Fresnos H S,Cameron County,Edinburg,453,420,407,NA,NA,873
SAT,2014,Port Isabel H S,Cameron County,Edinburg,440,409,404,NA,NA,849
SAT,2014,Rio Hondo H S,Cameron County,Edinburg,428,408,395,NA,NA,836
SAT,2014,San Benito H S,Cameron County,Edinburg,434,404,400,NA,NA,837
SAT,2014,Santa Maria H S,Cameron County,Edinburg,412,371,387,NA,NA,784
SAT,2014,South Texas Business Education & T,Cameron County,Edinburg,472,457,446,NA,NA,929
SAT,2014,South Texas Academy For Medical Pr,Cameron County,Edinburg,465,453,433,NA,NA,918
SAT,2014,South Texas High School For Health,Cameron County,Edinburg,510,499,501,NA,NA,1009
SAT,2014,The Science Academy Of South Texas,Cameron County,Edinburg,616,563,556,NA,NA,1179
SAT,2014,Pittsburg H S,Camp County,Mt Pleasant,474,469,460,NA,NA,943
SAT,2014,Groom School,Carson County,Amarillo,NA,NA,NA,NA,NA,NA
SAT,2014,Panhandle H S,Carson County,Amarillo,NA,NA,NA,NA,NA,NA
SAT,2014,White Deer H S,Carson County,Amarillo,540,512,468,NA,NA,1052
SAT,2014,Atlanta H S,Cass County,Mt Pleasant,465,495,428,NA,NA,960
SAT,2014,Hughes Springs H S,Cass County,Mt Pleasant,473,417,453,NA,NA,890
SAT,2014,Queen City H S,Cass County,Mt Pleasant,533,457,440,NA,NA,990
SAT,2014,Anahuac H S,Chambers County,Houston,469,436,420,NA,NA,905
SAT,2014,Barbers Hill H S,Chambers County,Houston,521,492,465,NA,NA,1013
SAT,2014,East Chambers H S,Chambers County,Beaumont,484,469,444,NA,NA,952
SAT,2014,Alto H S,Cherokee County,Kilgore,489,479,467,NA,NA,967
SAT,2014,Jacksonville H S,Cherokee County,Kilgore,493,507,476,NA,NA,999
SAT,2014,Rusk H S,Cherokee County,Kilgore,517,520,493,NA,NA,1037
SAT,2014,New Summerfield School,Cherokee County,Kilgore,NA,NA,NA,NA,NA,NA
SAT,2014,Wells H S,Cherokee County,Kilgore,407,395,423,NA,NA,802
SAT,2014,Childress H S,Childress County,Amarillo,555,558,480,NA,NA,1113
SAT,2014,Henrietta H S,Clay County,Wichita Falls,485,495,460,NA,NA,980
SAT,2014,Bellevue School,Clay County,Wichita Falls,490,543,480,NA,NA,1033
SAT,2014,Midway School,Clay County,Wichita Falls,NA,NA,NA,NA,NA,NA
SAT,2014,Morton H S,Cochran County,Lubbock,NA,NA,NA,NA,NA,NA
SAT,2014,Whiteface H S,Cochran County,Lubbock,520,530,467,NA,NA,1050
SAT,2014,Robert Lee H S,Coke County,San Angelo,518,518,463,NA,NA,1035
SAT,2014,Santa Anna Secondary,Coleman County,San Angelo,503,440,463,NA,NA,943
SAT,2014,Allen H S,Collin County,Richardson,559,533,513,NA,NA,1092
SAT,2014,Lowery Freshman Center,Collin County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,Anna H S,Collin County,Richardson,497,489,467,NA,NA,987
SAT,2014,Celina H S,Collin County,Richardson,527,494,484,NA,NA,1021
SAT,2014,Farmersville H S,Collin County,Richardson,496,510,497,NA,NA,1006
SAT,2014,Frisco H S,Collin County,Richardson,560,538,518,NA,NA,1099
SAT,2014,Centennial H S,Collin County,Richardson,568,542,521,NA,NA,1110
SAT,2014,Wakeland H S,Collin County,Richardson,553,530,508,NA,NA,1083
SAT,2014,Liberty H S,Collin County,Richardson,571,551,543,NA,NA,1122
SAT,2014,Heritage H S,Collin County,Richardson,544,529,503,NA,NA,1073
SAT,2014,Lone Star H S,Collin County,Richardson,522,516,492,NA,NA,1037
SAT,2014,McKinney H S,Collin County,Richardson,538,523,498,NA,NA,1061
SAT,2014,McKinney North H S,Collin County,Richardson,537,513,496,NA,NA,1049
SAT,2014,Serenity High,Collin County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,McKinney Boyd H S,Collin County,Richardson,553,537,512,NA,NA,1090
SAT,2014,Melissa H S,Collin County,Richardson,511,495,469,NA,NA,1006
SAT,2014,Plano Sr H S,Collin County,Richardson,605,564,549,NA,NA,1169
SAT,2014,Williams H S,Collin County,Richardson,703,527,530,NA,NA,1230
SAT,2014,Vines H S,Collin County,Richardson,717,667,717,NA,NA,1383
SAT,2014,Clark H S,Collin County,Richardson,580,465,435,NA,NA,1045
SAT,2014,Plano East Sr H S,Collin County,Richardson,578,542,523,NA,NA,1120
SAT,2014,Shepton H S,Collin County,Richardson,667,643,620,NA,NA,1310
SAT,2014,Jasper H S,Collin County,Richardson,676,657,634,NA,NA,1333
SAT,2014,Plano West Senior H S,Collin County,Richardson,601,563,555,NA,NA,1164
SAT,2014,Princeton H S,Collin County,Richardson,501,478,458,NA,NA,979
SAT,2014,Prosper H S,Collin County,Richardson,543,517,501,NA,NA,1060
SAT,2014,Wylie H S,Collin County,Richardson,517,497,474,NA,NA,1014
SAT,2014,Wylie East H S,Collin County,Richardson,504,484,457,NA,NA,987
SAT,2014,Achieve Academy,Collin County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,Blue Ridge H S,Collin County,Richardson,456,453,424,NA,NA,909
SAT,2014,Community H S,Collin County,Richardson,478,469,445,NA,NA,947
SAT,2014,Lovejoy H S,Collin County,Richardson,587,558,533,NA,NA,1145
SAT,2014,Lovejoy Daep,Collin County,Richardson,573,520,535,NA,NA,1093
SAT,2014,Wellington H S,Collingsworth County,Amarillo,NA,NA,NA,NA,NA,NA
SAT,2014,Columbus H S,Colorado County,Victoria,483,447,427,NA,NA,930
SAT,2014,Rice H S,Colorado County,Victoria,489,471,450,NA,NA,960
SAT,2014,Weimar H S,Colorado County,Victoria,486,453,460,NA,NA,940
SAT,2014,New Braunfels H S,Comal County,Austin,517,509,478,NA,NA,1025
SAT,2014,The NBISD Learning Center,Comal County,Austin,395,370,395,NA,NA,765
SAT,2014,Canyon H S,Comal County,Austin,502,481,457,NA,NA,983
SAT,2014,Smithson Valley H S,Comal County,Austin,522,513,489,NA,NA,1035
SAT,2014,Canyon Lake H S,Comal County,Austin,502,495,469,NA,NA,997
SAT,2014,Alamo Colleges - Memorial Early Co,Comal County,Austin,504,523,499,NA,NA,1027
SAT,2014,Comal Academy,Comal County,Austin,NA,NA,NA,NA,NA,NA
SAT,2014,Comanche H S,Comanche County,Abilene,484,475,452,NA,NA,960
SAT,2014,Comanche Accelerated Lrn Ctr,Comanche County,Abilene,NA,NA,NA,NA,NA,NA
SAT,2014,De Leon H S,Comanche County,Abilene,514,500,444,NA,NA,1014
SAT,2014,Gustine School,Comanche County,Abilene,431,395,395,NA,NA,826
SAT,2014,Sidney School,Comanche County,Abilene,483,498,513,NA,NA,980
SAT,2014,Paint Rock School,Concho County,San Angelo,527,583,567,NA,NA,1110
SAT,2014,Gainesville H S,Cooke County,Fort Worth,508,486,457,NA,NA,994
SAT,2014,Muenster H S,Cooke County,Fort Worth,569,526,497,NA,NA,1095
SAT,2014,Valley View H S,Cooke County,Fort Worth,470,473,445,NA,NA,943
SAT,2014,Callisburg H S,Cooke County,Fort Worth,459,438,425,NA,NA,897
SAT,2014,Era School,Cooke County,Fort Worth,445,476,450,NA,NA,921
SAT,2014,Lindsay H S,Cooke County,Fort Worth,559,510,501,NA,NA,1070
SAT,2014,Evant H S,Coryell County,Waco,NA,NA,NA,NA,NA,NA
SAT,2014,Gatesville H S,Coryell County,Waco,478,467,436,NA,NA,945
SAT,2014,Oglesby School,Coryell County,Waco,464,454,424,NA,NA,918
SAT,2014,Jonesboro School,Coryell County,Waco,417,417,403,NA,NA,833
SAT,2014,Copperas Cove H S,Coryell County,Waco,466,469,444,NA,NA,935
SAT,2014,Crossroads H S,Coryell County,Waco,580,575,535,NA,NA,1155
SAT,2014,Crane High School,Crane County,Midland,541,559,521,NA,NA,1100
SAT,2014,Ozona H S,Crockett County,San Angelo,444,442,410,NA,NA,886
SAT,2014,Lorenzo H S,Crosby County,Lubbock,NA,NA,NA,NA,NA,NA
SAT,2014,Ralls H S,Crosby County,Lubbock,440,442,417,NA,NA,882
SAT,2014,Van Horn Secondary,Culberson County,Midland,515,500,458,NA,NA,1015
SAT,2014,Dalhart H S,Dallam County,Amarillo,548,530,498,NA,NA,1078
SAT,2014,Texline School,Dallam County,Amarillo,NA,NA,NA,NA,NA,NA
SAT,2014,Pegasus Charter H S,Dallas County,Richardson,433,399,403,NA,NA,832
SAT,2014,Uplift Education-North Hills Prep,Dallas County,Richardson,578,567,569,NA,NA,1145
SAT,2014,Dallas Can Academy Charter,Dallas County,Richardson,415,350,405,NA,NA,765
SAT,2014,Dallas Can Academy Charter-Oak Cli,Dallas County,Richardson,408,428,379,NA,NA,836
SAT,2014,Dallas Can Academy At Carrollton-F,Dallas County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,Dallas Can Academy At Pleasant Gro,Dallas County,Richardson,408,368,366,NA,NA,776
SAT,2014,Austin Can Academy,Dallas County,Richardson,427,377,417,NA,NA,803
SAT,2014,Fort Worth Can Academy - Campus Dr,Dallas County,Richardson,391,392,363,NA,NA,783
SAT,2014,Fort Worth Can Academy - South,Dallas County,Richardson,390,357,363,NA,NA,747
SAT,2014,Houston Can Academy - North,Dallas County,Richardson,383,393,355,NA,NA,776
SAT,2014,Houston Can Academy - Hobby,Dallas County,Richardson,390,360,331,NA,NA,750
SAT,2014,San Antonio Can Academy,Dallas County,Richardson,399,368,373,NA,NA,768
SAT,2014,Advantage Academy,Dallas County,Richardson,408,388,397,NA,NA,797
SAT,2014,Life School Oak Cliff,Dallas County,Richardson,447,422,417,NA,NA,868
SAT,2014,Life School Red Oak,Dallas County,Richardson,453,470,445,NA,NA,923
SAT,2014,Universal Academy,Dallas County,Richardson,464,414,448,NA,NA,877
SAT,2014,Faith Family Academy Of Oak Cliff,Dallas County,Richardson,405,367,383,NA,NA,772
SAT,2014,Focus Learning Academy,Dallas County,Richardson,408,393,380,NA,NA,801
SAT,2014,Jean Massieu Academy,Dallas County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,Winfree Academy Charter School (Ir,Dallas County,Richardson,494,453,431,NA,NA,947
SAT,2014,Winfree Academy Charter School (Le,Dallas County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,Winfree Academy Charter School (Ri,Dallas County,Richardson,564,536,508,NA,NA,1100
SAT,2014,Winfree Academy Charter School - G,Dallas County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,Winfree Academy North Richland Hil,Dallas County,Richardson,476,492,522,NA,NA,968
SAT,2014,A+ Academy,Dallas County,Richardson,415,393,390,NA,NA,808
SAT,2014,Gateway Charter Academy - Middle -,Dallas County,Richardson,375,392,375,NA,NA,767
SAT,2014,Alpha Charter School,Dallas County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,Evolution Academy Charter School,Dallas County,Richardson,435,434,420,NA,NA,869
SAT,2014,Uplift Education-Peak Prep H S,Dallas County,Richardson,471,440,445,NA,NA,911
SAT,2014,Richland Collegiate H S Of Math Sc,Dallas County,Richardson,556,531,525,NA,NA,1087
SAT,2014,Uplift Education-Williams Prep H S,Dallas County,Richardson,489,453,449,NA,NA,942
SAT,2014,Uplift Education-Hampton Prep H S,Dallas County,Richardson,435,424,421,NA,NA,859
SAT,2014,Turner H S,Dallas County,Richardson,502,474,456,NA,NA,976
SAT,2014,Smith H S,Dallas County,Richardson,520,507,504,NA,NA,1028
SAT,2014,Creekview H S,Dallas County,Richardson,523,491,478,NA,NA,1013
SAT,2014,Ranchview H S,Dallas County,Richardson,516,479,474,NA,NA,995
SAT,2014,Early College H S,Dallas County,Richardson,490,457,451,NA,NA,947
SAT,2014,Cedar Hill H S,Dallas County,Richardson,445,435,419,NA,NA,880
SAT,2014,Cedar Hill Collegiate H S,Dallas County,Richardson,526,510,502,NA,NA,1036
SAT,2014,Bryan Adams H S,Dallas County,Richardson,417,408,394,NA,NA,825
SAT,2014,W H Adamson H S,Dallas County,Richardson,413,400,395,NA,NA,814
SAT,2014,Moises E Molina H S,Dallas County,Richardson,409,379,374,NA,NA,788
SAT,2014,Hillcrest H S,Dallas County,Richardson,449,434,427,NA,NA,882
SAT,2014,Thomas Jefferson H S,Dallas County,Richardson,421,384,385,NA,NA,806
SAT,2014,Justin F Kimball H S,Dallas County,Richardson,380,362,362,NA,NA,742
SAT,2014,Lincoln Humanities/Communications,Dallas County,Richardson,374,347,360,NA,NA,721
SAT,2014,L G Pinkston H S,Dallas County,Richardson,412,370,379,NA,NA,781
SAT,2014,Franklin D Roosevelt H S,Dallas County,Richardson,397,377,371,NA,NA,774
SAT,2014,W W Samuell H S,Dallas County,Richardson,387,359,358,NA,NA,746
SAT,2014,Seagoville H S,Dallas County,Richardson,433,424,416,NA,NA,857
SAT,2014,South Oak Cliff H S,Dallas County,Richardson,349,345,335,NA,NA,693
SAT,2014,H Grady Spruce H S,Dallas County,Richardson,406,386,374,NA,NA,791
SAT,2014,Sunset H S,Dallas County,Richardson,425,396,394,NA,NA,821
SAT,2014,W T White H S,Dallas County,Richardson,479,436,427,NA,NA,915
SAT,2014,Woodrow Wilson H S,Dallas County,Richardson,472,465,447,NA,NA,937
SAT,2014,David W Carter H S,Dallas County,Richardson,397,373,370,NA,NA,770
SAT,2014,North Dallas H S,Dallas County,Richardson,404,363,367,NA,NA,767
SAT,2014,Skyline H S,Dallas County,Richardson,427,410,397,NA,NA,837
SAT,2014,School Of Science And Engineering,Dallas County,Richardson,656,576,552,NA,NA,1233
SAT,2014,Emmett J Conrad H S,Dallas County,Richardson,405,382,369,NA,NA,786
SAT,2014,James Madison H S,Dallas County,Richardson,380,365,353,NA,NA,746
SAT,2014,School Of Business And Management,Dallas County,Richardson,505,483,465,NA,NA,988
SAT,2014,Booker T Washington Spva Magnet,Dallas County,Richardson,524,554,542,NA,NA,1078
SAT,2014,Irma Lerma Rangel Young Women's Le,Dallas County,Richardson,541,536,513,NA,NA,1077
SAT,2014,School Of Health Professions,Dallas County,Richardson,511,500,482,NA,NA,1011
SAT,2014,Rosie Sorrells Education And Socia,Dallas County,Richardson,464,448,445,NA,NA,912
SAT,2014,Judge Barefoot Sanders Law Magnet,Dallas County,Richardson,516,517,497,NA,NA,1033
SAT,2014,School For The Talented And Gifted,Dallas County,Richardson,661,635,626,NA,NA,1295
SAT,2014,Kathlyn Joy Gilliam Collegiate Aca,Dallas County,Richardson,453,420,416,NA,NA,873
SAT,2014,Trinidad Garza Early College At Mt,Dallas County,Richardson,502,463,458,NA,NA,964
SAT,2014,Dr Wright L Lassiter Jr Early Coll,Dallas County,Richardson,493,424,421,NA,NA,917
SAT,2014,Wilmer-Hutchins H S,Dallas County,Richardson,404,378,364,NA,NA,782
SAT,2014,John Leslie Patton Jr Academic Cen,Dallas County,Richardson,365,316,323,NA,NA,681
SAT,2014,Fairhill Sch,Dallas County,Richardson,533,500,557,NA,NA,1033
SAT,2014,Greenhill Sch,Dallas County,Richardson,660,668,655,NA,NA,1328
SAT,2014,Lakehill Prep Sch,Dallas County,Richardson,582,588,576,NA,NA,1170
SAT,2014,Shelton Sch,Dallas County,Richardson,465,468,452,NA,NA,934
SAT,2014,Desoto H S,Dallas County,Richardson,431,415,403,NA,NA,846
SAT,2014,Duncanville H S,Dallas County,Richardson,445,438,423,NA,NA,883
SAT,2014,Mary E Smithey Pace H S,Dallas County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,Garland H S,Dallas County,Richardson,530,515,502,NA,NA,1045
SAT,2014,S Garland H S,Dallas County,Richardson,430,414,404,NA,NA,844
SAT,2014,N Garland H S,Dallas County,Richardson,509,487,468,NA,NA,996
SAT,2014,Lakeview Centennial H S,Dallas County,Richardson,470,464,444,NA,NA,934
SAT,2014,Memorial Pathway Academy H S,Dallas County,Richardson,535,500,490,NA,NA,1035
SAT,2014,Naaman Forest H S,Dallas County,Richardson,484,472,447,NA,NA,955
SAT,2014,Rowlett H S,Dallas County,Richardson,506,490,475,NA,NA,997
SAT,2014,Sachse H S,Dallas County,Richardson,512,492,468,NA,NA,1004
SAT,2014,Grand Prairie Fine Arts Academy,Dallas County,Richardson,525,515,440,NA,NA,1040
SAT,2014,Grand Prairie H S,Dallas County,Richardson,427,408,390,NA,NA,834
SAT,2014,South Grand Prairie H S,Dallas County,Richardson,480,454,435,NA,NA,935
SAT,2014,Crosswinds H S,Dallas County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,John A Dubiski Career H S,Dallas County,Richardson,497,470,450,NA,NA,967
SAT,2014,Highland Park H S,Dallas County,Richardson,617,600,575,NA,NA,1217
SAT,2014,Irving H S,Dallas County,Richardson,428,391,394,NA,NA,819
SAT,2014,Macarthur H S,Dallas County,Richardson,446,401,401,NA,NA,847
SAT,2014,Nimitz H S,Dallas County,Richardson,436,406,407,NA,NA,843
SAT,2014,Barbara Cardwell Career Preparator,Dallas County,Richardson,365,335,343,NA,NA,700
SAT,2014,Jack E Singley Academy,Dallas County,Richardson,441,408,408,NA,NA,848
SAT,2014,Lancaster H S,Dallas County,Richardson,402,400,396,NA,NA,802
SAT,2014,Mesquite H S,Dallas County,Richardson,454,433,420,NA,NA,887
SAT,2014,North Mesquite H S,Dallas County,Richardson,456,428,422,NA,NA,885
SAT,2014,West Mesquite H S,Dallas County,Richardson,463,427,423,NA,NA,891
SAT,2014,Poteet H S,Dallas County,Richardson,471,448,446,NA,NA,919
SAT,2014,Horn H S,Dallas County,Richardson,482,461,451,NA,NA,943
SAT,2014,Mesquite Academy,Dallas County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2014,Lake Highlands H S,Dallas County,Richardson,527,502,483,NA,NA,1029
SAT,2014,Richardson H S,Dallas County,Richardson,524,506,487,NA,NA,1030
SAT,2014,Pearce H S,Dallas County,Richardson,571,542,517,NA,NA,1112
SAT,2014,Berkner H S,Dallas County,Richardson,543,489,467,NA,NA,1033
SAT,2014,Sunnyvale H S,Dallas County,Richardson,534,514,492,NA,NA,1048
SAT,2014,Coppell H S,Dallas County,Richardson,602,563,557,NA,NA,1164
SAT,2014,New Tech H S At Coppell,Dallas County,Richardson,547,538,518,NA,NA,1085
SAT,2014,Klondike ISD,Dawson County,Lubbock,NA,NA,NA,NA,NA,NA
SAT,2014,Lamesa H S,Dawson County,Lubbock,436,478,420,NA,NA,914
SAT,2014,Hereford H S,Deaf Smith County,Amarillo,561,568,551,NA,NA,1129
SAT,2014,Cooper H S,Delta County,Mt Pleasant,452,480,458,NA,NA,932
SAT,2014,Fannindel H S,Delta County,Mt Pleasant,NA,NA,NA,NA,NA,NA
SAT,2014,Texas Academy Of Mathematics & Sci,Denton County,Fort Worth,744,694,702,NA,NA,1439
SAT,2014,Education Center At The Colony,Denton County,Fort Worth,465,445,395,NA,NA,910
SAT,2014,The Education Center In Lewisville,Denton County,Fort Worth,NA,NA,NA,NA,NA,NA
SAT,2014,The Education Center At Denton,Denton County,Fort Worth,NA,NA,NA,NA,NA,NA
SAT,2014,The Education Center At Aubrey,Denton County,Fort Worth,NA,NA,NA,NA,NA,NA
SAT,2014,Ryan H S,Denton County,Fort Worth,491,488,463,NA,NA,980
SAT,2014,Denton H S,Denton County,Fort Worth,497,502,473,NA,NA,999
SAT,2014,Guyer H S,Denton County,Fort Worth,518,511,486,NA,NA,1028
SAT,2014,Lewisville H S,Denton County,Fort Worth,502,474,457,NA,NA,976
SAT,2014,Marcus H S,Denton County,Fort Worth,580,547,528,NA,NA,1127
SAT,2014,The Colony H S,Denton County,Fort Worth,532,503,492,NA,NA,1035
SAT,2014,Hebron H S,Denton County,Fort Worth,565,529,520,NA,NA,1094
SAT,2014,Flower Mound H S,Denton County,Fort Worth,591,558,557,NA,NA,1149
SAT,2014,Pilot Point H S,Denton County,Fort Worth,484,475,468,NA,NA,959
SAT,2014,Krum H S,Denton County,Fort Worth,494,487,453,NA,NA,981
SAT,2014,Ponder H S,Denton County,Fort Worth,536,507,484,NA,NA,1044
SAT,2014,Aubrey H S,Denton County,Fort Worth,531,484,470,NA,NA,1015
SAT,2014,Sanger H S,Denton County,Fort Worth,500,485,455,NA,NA,984
SAT,2014,Argyle H S,Denton County,Fort Worth,548,534,518,NA,NA,1082
SAT,2014,Northwest H S,Denton County,Fort Worth,500,488,464,NA,NA,988
SAT,2014,Byron Nelson H S,Denton County,Fort Worth,521,519,495,NA,NA,1040
SAT,2014,James M Steele Accelerated H S,Denton County,Fort Worth,491,491,451,NA,NA,981
SAT,2014,Lake Dallas H S,Denton County,Fort Worth,502,496,461,NA,NA,998
SAT,2014,Little Elm H S,Denton County,Fort Worth,490,474,457,NA,NA,964
SAT,2014,Cuero H S,Dewitt County,Victoria,486,482,449,NA,NA,968
SAT,2014,Nordheim School,Dewitt County,Victoria,488,525,488,NA,NA,1013
SAT,2014,Yoakum H S,Dewitt County,Victoria,545,515,515,NA,NA,1060
SAT,2014,Yorktown H S,Dewitt County,Victoria,528,462,451,NA,NA,991
SAT,2014,Spur School,Dickens County,Lubbock,595,540,530,NA,NA,1135
SAT,2014,Carrizo Springs H S,Dimmit County,San Antonio,438,421,416,NA,NA,859
SAT,2014,Clarendon H S,Donley County,Amarillo,NA,NA,NA,NA,NA,NA
SAT,2014,San Diego H S,Duval County,Corpus Christi,443,450,437,NA,NA,893
SAT,2014,Freer H S,Duval County,Corpus Christi,NA,NA,NA,NA,NA,NA
SAT,2014,Cisco H S,Eastland County,Abilene,490,522,477,NA,NA,1012
SAT,2014,Eastland H S,Eastland County,Abilene,492,467,442,NA,NA,959
SAT,2014,Gorman H S,Eastland County,Abilene,533,478,438,NA,NA,1012
SAT,2014,Ranger H S,Eastland County,Abilene,586,540,468,NA,NA,1126
SAT,2014,Richard Milburn Academy - Ector Co,Ector County,Midland,436,381,419,NA,NA,817
SAT,2014,Richard Milburn Academy (Midland),Ector County,Midland,295,320,405,NA,NA,615
SAT,2014,Richard Milburn Alternative H S (L,Ector County,Midland,423,390,398,NA,NA,813
SAT,2014,Odessa H S,Ector County,Midland,477,446,434,NA,NA,923
SAT,2014,Permian H S,Ector County,Midland,478,459,446,NA,NA,938
SAT,2014,New Tech Odessa,Ector County,Midland,460,436,422,NA,NA,897
SAT,2014,Rocksprings H S,Edwards County,San Angelo,NA,NA,NA,NA,NA,NA
SAT,2014,Waxahachie Faith Family Academy,Ellis County,Richardson,448,455,433,NA,NA,903
SAT,2014,Avalon School,Ellis County,Richardson,441,431,419,NA,NA,872
SAT,2014,Ennis H S,Ellis County,Richardson,508,485,465,NA,NA,993
SAT,2014,Ferris H S,Ellis County,Richardson,456,436,425,NA,NA,893
SAT,2014,Italy H S,Ellis County,Richardson,468,447,388,NA,NA,915
SAT,2014,Midlothian H S,Ellis County,Richardson,526,498,468,NA,NA,1024
SAT,2014,Palmer H S,Ellis County,Richardson,476,451,435,NA,NA,927
SAT,2014,Red Oak H S,Ellis County,Richardson,494,486,461,NA,NA,979
SAT,2014,Waxahachie H S,Ellis County,Richardson,501,483,449,NA,NA,984
SAT,2014,Waxahachie H S Of Choice,Ellis County,Richardson,413,410,450,NA,NA,823
SAT,2014,Waxahachie Global H S,Ellis County,Richardson,530,540,494,NA,NA,1070
SAT,2014,Maypearl H S,Ellis County,Richardson,518,494,461,NA,NA,1012
SAT,2014,Davinci School For Science And The,El Paso County,El Paso,507,504,453,NA,NA,1011
SAT,2014,Paso Del Norte Academy-Mesa Charte,El Paso County,El Paso,351,340,340,NA,NA,691
SAT,2014,Paseo Del Norte Academy-Vista Del,El Paso County,El Paso,410,380,410,NA,NA,790
SAT,2014,El Paso Academy,El Paso County,El Paso,410,383,390,NA,NA,793
SAT,2014,El Paso Academy West,El Paso County,El Paso,443,453,413,NA,NA,896
SAT,2014,Harmony Science Acad (El Paso),El Paso County,El Paso,535,476,485,NA,NA,1011
SAT,2014,Harmony School Of Innovation - El,El Paso County,El Paso,421,421,395,NA,NA,841
SAT,2014,Clint H S,El Paso County,El Paso,429,349,376,NA,NA,778
SAT,2014,Mountain View H S,El Paso County,El Paso,412,364,371,NA,NA,775
SAT,2014,Horizon H S,El Paso County,El Paso,421,353,368,NA,NA,774
SAT,2014,Andress H S,El Paso County,El Paso,463,425,421,NA,NA,888
SAT,2014,Austin H S,El Paso County,El Paso,414,387,373,NA,NA,801
SAT,2014,Bowie H S,El Paso County,El Paso,427,383,395,NA,NA,810
SAT,2014,Burges H S,El Paso County,El Paso,467,447,424,NA,NA,913
SAT,2014,Coronado H S,El Paso County,El Paso,528,497,501,NA,NA,1025
SAT,2014,El Paso H S,El Paso County,El Paso,553,545,519,NA,NA,1098
SAT,2014,Irvin H S,El Paso County,El Paso,488,420,379,NA,NA,908
SAT,2014,Jefferson H S,El Paso County,El Paso,488,464,450,NA,NA,952
SAT,2014,Franklin H S,El Paso County,El Paso,499,465,449,NA,NA,965
SAT,2014,Silva Health Magnet,El Paso County,El Paso,542,510,498,NA,NA,1052
SAT,2014,Chapin H S,El Paso County,El Paso,490,471,457,NA,NA,961
SAT,2014,Transmountain Early College H S,El Paso County,El Paso,515,499,480,NA,NA,1014
SAT,2014,Fabens H S,El Paso County,El Paso,429,374,383,NA,NA,803
SAT,2014,Cotton Valley Early College H S,El Paso County,El Paso,NA,NA,NA,NA,NA,NA
SAT,2014,San Elizario H S,El Paso County,El Paso,413,373,370,NA,NA,786
SAT,2014,Bel Air H S,El Paso County,El Paso,420,379,382,NA,NA,799
SAT,2014,Eastwood H S,El Paso County,El Paso,440,424,415,NA,NA,864
SAT,2014,Parkland H S,El Paso County,El Paso,407,347,367,NA,NA,754
SAT,2014,Ysleta H S,El Paso County,El Paso,412,357,366,NA,NA,769
SAT,2014,Riverside H S,El Paso County,El Paso,396,350,369,NA,NA,746
SAT,2014,J M Hanks H S,El Paso County,El Paso,429,401,398,NA,NA,829
SAT,2014,Del Valle H S,El Paso County,El Paso,430,367,382,NA,NA,797
SAT,2014,Tejas School Of Choice,El Paso County,El Paso,329,325,325,NA,NA,654
SAT,2014,Cesar Chavez Academy,El Paso County,El Paso,NA,NA,NA,NA,NA,NA
SAT,2014,Valle Verde Early College H S,El Paso County,El Paso,512,483,485,NA,NA,995
SAT,2014,Plato Academy,El Paso County,El Paso,360,369,348,NA,NA,729
SAT,2014,Anthony H S,El Paso County,El Paso,518,528,476,NA,NA,1046
SAT,2014,Canutillo H S,El Paso County,El Paso,420,383,385,NA,NA,802
SAT,2014,Northwest Early College H S (Nwech,El Paso County,El Paso,457,486,491,NA,NA,943
SAT,2014,Tornillo H S,El Paso County,El Paso,418,366,379,NA,NA,785
SAT,2014,Socorro H S,El Paso County,El Paso,433,396,395,NA,NA,828
SAT,2014,Montwood H S,El Paso County,El Paso,458,418,411,NA,NA,876
SAT,2014,Americas H S,El Paso County,El Paso,463,435,437,NA,NA,898
SAT,2014,El Dorado H S,El Paso County,El Paso,441,425,419,NA,NA,866
SAT,2014,Mission Early College H S,El Paso County,El Paso,535,497,497,NA,NA,1032
SAT,2014,Eastlake H S,El Paso County,El Paso,455,431,416,NA,NA,886
SAT,2014,Premier H S Of Dublin/Comanche/Ear,Erath County,Fort Worth,480,570,475,NA,NA,1050
SAT,2014,Premier H S Of Abilene,Erath County,Fort Worth,468,463,463,NA,NA,932
SAT,2014,Premier H S Of Beaumont,Erath County,Fort Worth,400,337,337,NA,NA,737
SAT,2014,Premier H S Of Brownsville,Erath County,Fort Worth,372,385,384,NA,NA,757
